full_text,cleansing,case_folding,tokenize,Filtering/stopword removal,stemming_data
Tragedi KM 50 nyalahin presiden joko widodo justru dari tragedi km 50 yang banyak ngambil keuntungan itu pendukungnya open donasi dengan jumlah lebih dari satu miliar dijadikan bancakan Tragedi km 50 propaganda dari petamburan dan anies baswedan untuk framing buruk ke RI 1 https://t.co/BSCdYYDz5D,Tragedi KM  nyalahin presiden joko widodo justru dari tragedi km  yang banyak ngambil keuntungan itu pendukungnya open donasi dengan jumlah lebih dari satu miliar dijadikan bancakan Tragedi km  propaganda dari petamburan dan anies baswedan untuk framing buruk ke RI  ,tragedi km  nyalahin presiden joko widodo justru dari tragedi km  yang banyak ngambil keuntungan itu pendukungnya open donasi dengan jumlah lebih dari satu miliar dijadikan bancakan tragedi km  propaganda dari petamburan dan anies baswedan untuk framing buruk ke ri  ,"['tragedi', 'km', 'nyalahin', 'presiden', 'joko', 'widodo', 'justru', 'dari', 'tragedi', 'km', 'yang', 'banyak', 'ngambil', 'keuntungan', 'itu', 'pendukungnya', 'open', 'donasi', 'dengan', 'jumlah', 'lebih', 'dari', 'satu', 'miliar', 'dijadikan', 'bancakan', 'tragedi', 'km', 'propaganda', 'dari', 'petamburan', 'dan', 'anies', 'baswedan', 'untuk', 'framing', 'buruk', 'ke', 'ri']","['tragedi', 'km', 'nyalahin', 'presiden', 'joko', 'widodo', 'tragedi', 'km', 'ngambil', 'keuntungan', 'pendukungnya', 'open', 'donasi', 'miliar', 'dijadikan', 'bancakan', 'tragedi', 'km', 'propaganda', 'petamburan', 'anies', 'baswedan', 'framing', 'buruk', 'ri']",tragedi km nyalahin presiden joko widodo tragedi km ngambil untung dukung open donasi miliar jadi bancak tragedi km propaganda tambur anies baswedan framing buruk ri
@el__piji Panasaran ma km50 sih,elpiji Panasaran ma km sih,elpiji panasaran ma km sih,"['elpiji', 'panasaran', 'ma', 'km', 'sih']","['elpiji', 'panasaran', 'ma', 'km', 'sih']",elpiji panasaran ma km sih
Bismillah. MENGHITUNG DONASI.. Sudah masuk hari ke 1291. 26 Juni 2024 (Rabu) Uang Donasi Km_50. Berapa total ?? Janjinya sendiri lho..@ghanieierfan https://t.co/aezc81gJPr,Bismillah MENGHITUNG DONASI Sudah masuk hari ke   Juni  Rabu Uang Donasi Km Berapa total  Janjinya sendiri lhoghanieierfan ,bismillah menghitung donasi sudah masuk hari ke   juni  rabu uang donasi km berapa total  janjinya sendiri lhoghanieierfan ,"['bismillah', 'menghitung', 'donasi', 'sudah', 'masuk', 'hari', 'ke', 'juni', 'rabu', 'uang', 'donasi', 'km', 'berapa', 'total', 'janjinya', 'sendiri', 'lhoghanieierfan']","['bismillah', 'menghitung', 'donasi', 'masuk', 'juni', 'rabu', 'uang', 'donasi', 'km', 'total', 'janjinya', 'lhoghanieierfan']",bismillah hitung donasi masuk juni rabu uang donasi km total janji lhoghanieierfan
15.50 WIB #Tol_Japek HATI-HATI di Karawang Timur KM 54+900 - KM 55+400 arah Cikampek ada peerjaan penghapusan dan pengecatan marka jalan di lajur 1-lajur 2/kiri-tengah., WIB TolJapek HATIHATI di Karawang Timur KM   KM  arah Cikampek ada peerjaan penghapusan dan pengecatan marka jalan di lajur lajur kiritengah, wib toljapek hatihati di karawang timur km   km  arah cikampek ada peerjaan penghapusan dan pengecatan marka jalan di lajur lajur kiritengah,"['wib', 'toljapek', 'hatihati', 'di', 'karawang', 'timur', 'km', 'km', 'arah', 'cikampek', 'ada', 'peerjaan', 'penghapusan', 'dan', 'pengecatan', 'marka', 'jalan', 'di', 'lajur', 'lajur', 'kiritengah']","['wib', 'toljapek', 'hatihati', 'karawang', 'timur', 'km', 'km', 'arah', 'cikampek', 'peerjaan', 'penghapusan', 'pengecatan', 'marka', 'jalan', 'lajur', 'lajur', 'kiritengah']",wib toljapek hatihati karawang timur km km arah cikampek peerjaan hapus cat marka jalan lajur lajur kiritengah
15.50 WIB #Tol_Japek HATI-HATI di Cibitung KM 027+400 - KM 027+600 arah Cikampek ada pekerjaan perbaikan saluran drainase di bahu luar/kiri., WIB TolJapek HATIHATI di Cibitung KM   KM  arah Cikampek ada pekerjaan perbaikan saluran drainase di bahu luarkiri, wib toljapek hatihati di cibitung km   km  arah cikampek ada pekerjaan perbaikan saluran drainase di bahu luarkiri,"['wib', 'toljapek', 'hatihati', 'di', 'cibitung', 'km', 'km', 'arah', 'cikampek', 'ada', 'pekerjaan', 'perbaikan', 'saluran', 'drainase', 'di', 'bahu', 'luarkiri']","['wib', 'toljapek', 'hatihati', 'cibitung', 'km', 'km', 'arah', 'cikampek', 'pekerjaan', 'perbaikan', 'saluran', 'drainase', 'bahu', 'luarkiri']",wib toljapek hatihati cibitung km km arah cikampek kerja baik salur drainase bahu luarkiri
15.50 WIB #Tol_Japek Cawang - Cikunir - Cikarang - Dawuan - Cikampek LANCAR. , WIB TolJapek Cawang  Cikunir  Cikarang  Dawuan  Cikampek LANCAR , wib toljapek cawang  cikunir  cikarang  dawuan  cikampek lancar ,"['wib', 'toljapek', 'cawang', 'cikunir', 'cikarang', 'dawuan', 'cikampek', 'lancar']","['wib', 'toljapek', 'cawang', 'cikunir', 'cikarang', 'dawuan', 'cikampek', 'lancar']",wib toljapek cawang cikunir cikarang dawuan cikampek lancar
ALLOHUAKBAR menolak lupa km 50 .,ALLOHUAKBAR menolak lupa km  ,allohuakbar menolak lupa km  ,"['allohuakbar', 'menolak', 'lupa', 'km']","['allohuakbar', 'menolak', 'lupa', 'km']",allohuakbar tolak lupa km
14.50: Kecelakaan tunggal truk container di Ruas Tol Cipularang Km 111 arahÂ Jakarta. P. Adiyana #InfoLalinElshinta https://t.co/96fmlri6Pn, Kecelakaan tunggal truk container di Ruas Tol Cipularang Km  arah Jakarta P Adiyana InfoLalinElshinta , kecelakaan tunggal truk container di ruas tol cipularang km  arah jakarta p adiyana infolalinelshinta ,"['kecelakaan', 'tunggal', 'truk', 'container', 'di', 'ruas', 'tol', 'cipularang', 'km', 'arah', 'jakarta', 'p', 'adiyana', 'infolalinelshinta']","['kecelakaan', 'tunggal', 'truk', 'container', 'ruas', 'tol', 'cipularang', 'km', 'arah', 'jakarta', 'p', 'adiyana', 'infolalinelshinta']",celaka tunggal truk container ruas tol cipularang km arah jakarta p adiyana infolalinelshinta
@Baniazi185166 @BabehAldoAje135 Butuh FPI sih tapi serem juga bisa ada penembakan KM 50 part 2,Baniazi BabehAldoAje Butuh FPI sih tapi serem juga bisa ada penembakan KM  part ,baniazi babehaldoaje butuh fpi sih tapi serem juga bisa ada penembakan km  part ,"['baniazi', 'babehaldoaje', 'butuh', 'fpi', 'sih', 'tapi', 'serem', 'juga', 'bisa', 'ada', 'penembakan', 'km', 'part']","['baniazi', 'babehaldoaje', 'butuh', 'fpi', 'sih', 'serem', 'penembakan', 'km', 'part']",baniazi babehaldoaje butuh fpi sih rem tembak km part
@Carbaroxabane @WidasSatyo lha 5 orang dibunuh plokis itu apa? di km50?,Carbaroxabane WidasSatyo lha  orang dibunuh plokis itu apa di km,carbaroxabane widassatyo lha  orang dibunuh plokis itu apa di km,"['carbaroxabane', 'widassatyo', 'lha', 'orang', 'dibunuh', 'plokis', 'itu', 'apa', 'di', 'km']","['carbaroxabane', 'widassatyo', 'lha', 'orang', 'dibunuh', 'plokis', 'km']",carbaroxabane widassatyo lha orang bunuh plokis km
@viridescnt Ehh jauh deh kayaknya kalau ini ada di Sekotong Lombok Barat. Misal dari pusat kota Mataram aja 50+ km.,viridescnt Ehh jauh deh kayaknya kalau ini ada di Sekotong Lombok Barat Misal dari pusat kota Mataram aja  km,viridescnt ehh jauh deh kayaknya kalau ini ada di sekotong lombok barat misal dari pusat kota mataram aja  km,"['viridescnt', 'ehh', 'jauh', 'deh', 'kayaknya', 'kalau', 'ini', 'ada', 'di', 'sekotong', 'lombok', 'barat', 'misal', 'dari', 'pusat', 'kota', 'mataram', 'aja', 'km']","['viridescnt', 'ehh', 'deh', 'kayaknya', 'sekotong', 'lombok', 'barat', 'pusat', 'kota', 'mataram', 'aja', 'km']",viridescnt ehh deh kayak kotong lombok barat pusat kota mataram aja km
@cakimiNOW Mantap...Gus Imin Tambahan saran utk di PANSUS kan 1. Ijasah palsu 2. Km 50 3. Duit kmn timah 300T n emas antam 4. Kontrak inv. nickel dgn china 5. Feasibility study IKN 6. BUMN2 yg dibobol 7. Markup LRT Termahal di dunia 8. Kontrak KCIC 9. Uta,cakimiNOW MantapGus Imin Tambahan saran utk di PANSUS kan  Ijasah palsu  Km   Duit kmn timah T n emas antam  Kontrak inv nickel dgn china  Feasibility study IKN  BUMN yg dibobol  Markup LRT Termahal di dunia  Kontrak KCIC  Uta,cakiminow mantapgus imin tambahan saran utk di pansus kan  ijasah palsu  km   duit kmn timah t n emas antam  kontrak inv nickel dgn china  feasibility study ikn  bumn yg dibobol  markup lrt termahal di dunia  kontrak kcic  uta,"['cakiminow', 'mantapgus', 'imin', 'tambahan', 'saran', 'utk', 'di', 'pansus', 'kan', 'ijasah', 'palsu', 'km', 'duit', 'kmn', 'timah', 't', 'n', 'emas', 'antam', 'kontrak', 'inv', 'nickel', 'dgn', 'china', 'feasibility', 'study', 'ikn', 'bumn', 'yg', 'dibobol', 'markup', 'lrt', 'termahal', 'di', 'dunia', 'kontrak', 'kcic', 'uta']","['cakiminow', 'mantapgus', 'imin', 'tambahan', 'saran', 'utk', 'pansus', 'ijasah', 'palsu', 'km', 'duit', 'kmn', 'timah', 't', 'n', 'emas', 'antam', 'kontrak', 'inv', 'nickel', 'dgn', 'china', 'feasibility', 'study', 'ikn', 'bumn', 'yg', 'dibobol', 'markup', 'lrt', 'termahal', 'dunia', 'kontrak', 'kcic', 'uta']",cakiminow mantapgus imin tambah saran utk pansus ijasah palsu km duit kmn timah t n emas antam kontrak inv nickel dgn china feasibility study ikn bumn yg bobol markup lrt mahal dunia kontrak kcic uta
@InfoLurah gak ngaruh den bagus KM50 gagal diungkap,InfoLurah gak ngaruh den bagus KM gagal diungkap,infolurah gak ngaruh den bagus km gagal diungkap,"['infolurah', 'gak', 'ngaruh', 'den', 'bagus', 'km', 'gagal', 'diungkap']","['infolurah', 'gak', 'ngaruh', 'den', 'bagus', 'km', 'gagal', 'diungkap']",infolurah gak ngaruh den bagus km gagal ungkap
@burhan_infinity Mingu lalu aku jg radang mas gowes 50 km slm 3 hari iso mari. Cobonen jal ,burhaninfinity Mingu lalu aku jg radang mas gowes  km slm  hari iso mari Cobonen jal ,burhaninfinity mingu lalu aku jg radang mas gowes  km slm  hari iso mari cobonen jal ,"['burhaninfinity', 'mingu', 'lalu', 'aku', 'jg', 'radang', 'mas', 'gowes', 'km', 'slm', 'hari', 'iso', 'mari', 'cobonen', 'jal']","['burhaninfinity', 'mingu', 'jg', 'radang', 'mas', 'gowes', 'km', 'slm', 'iso', 'mari', 'cobonen', 'jal']",burhaninfinity mingu jg radang mas gowes km slm iso mari cobonen jal
12.50 #LalinSonora Tol JORR-S KM 25 arah Pondok Indah lajur paling kiri ada dump truk parkir diduga mengalami gangguan. Saat ini belum penanganan. Situasi sekitar lokasi padat merayap. @teresamelysa22 https://t.co/ltPKahB7hL, LalinSonora Tol JORRS KM  arah Pondok Indah lajur paling kiri ada dump truk parkir diduga mengalami gangguan Saat ini belum penanganan Situasi sekitar lokasi padat merayap teresamelysa , lalinsonora tol jorrs km  arah pondok indah lajur paling kiri ada dump truk parkir diduga mengalami gangguan saat ini belum penanganan situasi sekitar lokasi padat merayap teresamelysa ,"['lalinsonora', 'tol', 'jorrs', 'km', 'arah', 'pondok', 'indah', 'lajur', 'paling', 'kiri', 'ada', 'dump', 'truk', 'parkir', 'diduga', 'mengalami', 'gangguan', 'saat', 'ini', 'belum', 'penanganan', 'situasi', 'sekitar', 'lokasi', 'padat', 'merayap', 'teresamelysa']","['lalinsonora', 'tol', 'jorrs', 'km', 'arah', 'pondok', 'indah', 'lajur', 'kiri', 'dump', 'truk', 'parkir', 'diduga', 'mengalami', 'gangguan', 'penanganan', 'situasi', 'lokasi', 'padat', 'merayap', 'teresamelysa']",lalinsonora tol jorrs km arah pondok indah lajur kiri dump truk parkir duga alami ganggu tangan situasi lokasi padat rayap teresamelysa
udah tau begitu tetep maksa 7 km + sit up 50 kali + push up 30 kali balik balik gabisa jalan https://t.co/E9Ybo5zb8C,udah tau begitu tetep maksa  km  sit up  kali  push up  kali balik balik gabisa jalan ,udah tau begitu tetep maksa  km  sit up  kali  push up  kali balik balik gabisa jalan ,"['udah', 'tau', 'begitu', 'tetep', 'maksa', 'km', 'sit', 'up', 'kali', 'push', 'up', 'kali', 'balik', 'balik', 'gabisa', 'jalan']","['udah', 'tau', 'tetep', 'maksa', 'km', 'sit', 'up', 'kali', 'push', 'up', 'kali', 'gabisa', 'jalan']",udah tau tetep maksa km sit up kali push up kali gabisa jalan
@1510librrzx Jangannnn km liat ava ak... Lejen banget dari 2020 kaggak pernah gantii. Ini kalo di jual bisa sampe 50 juta :),librrzx Jangannnn km liat ava ak Lejen banget dari  kaggak pernah gantii Ini kalo di jual bisa sampe  juta ,librrzx jangannnn km liat ava ak lejen banget dari  kaggak pernah gantii ini kalo di jual bisa sampe  juta ,"['librrzx', 'jangannnn', 'km', 'liat', 'ava', 'ak', 'lejen', 'banget', 'dari', 'kaggak', 'pernah', 'gantii', 'ini', 'kalo', 'di', 'jual', 'bisa', 'sampe', 'juta']","['librrzx', 'jangannnn', 'km', 'liat', 'ava', 'ak', 'lejen', 'banget', 'kaggak', 'gantii', 'kalo', 'jual', 'sampe', 'juta']",librrzx jangannnn km liat ava ak lejen banget kaggak ganti kalo jual sampe juta
@MichelAdam7__ Ayok bukan lg kasus KM50...Viralkan,MichelAdam Ayok bukan lg kasus KMViralkan,micheladam ayok bukan lg kasus kmviralkan,"['micheladam', 'ayok', 'bukan', 'lg', 'kasus', 'kmviralkan']","['micheladam', 'ayok', 'lg', 'kmviralkan']",micheladam ayok lg kmviralkan
Info Gempa Mag:3.4 26-Jun-24 11:27:13 WIB Lok:5.32 LS - 102.72 BT (50 km TimurLaut ENGGANO-BENGKULU) Kedlmn: 8 Km ::BMKG https://t.co/KJytYiZT5D,Info Gempa Mag Jun  WIB Lok LS   BT  km TimurLaut ENGGANOBENGKULU Kedlmn  Km BMKG ,info gempa mag jun  wib lok ls   bt  km timurlaut engganobengkulu kedlmn  km bmkg ,"['info', 'gempa', 'mag', 'jun', 'wib', 'lok', 'ls', 'bt', 'km', 'timurlaut', 'engganobengkulu', 'kedlmn', 'km', 'bmkg']","['info', 'gempa', 'mag', 'jun', 'wib', 'lok', 'ls', 'bt', 'km', 'timurlaut', 'engganobengkulu', 'kedlmn', 'km', 'bmkg']",info gempa mag jun wib lok ls bt km timurlaut engganobengkulu kedlmn km bmkg
@Syahruzy44356 @_NeverAlonely yg viralin kejadian ini malah yg diburu di tol yg kejadian KM 50 ada cctv pasti kena ini mah. Yg disalahin cctv nya ,Syahruzy NeverAlonely yg viralin kejadian ini malah yg diburu di tol yg kejadian KM  ada cctv pasti kena ini mah Yg disalahin cctv nya ,syahruzy neveralonely yg viralin kejadian ini malah yg diburu di tol yg kejadian km  ada cctv pasti kena ini mah yg disalahin cctv nya ,"['syahruzy', 'neveralonely', 'yg', 'viralin', 'kejadian', 'ini', 'malah', 'yg', 'diburu', 'di', 'tol', 'yg', 'kejadian', 'km', 'ada', 'cctv', 'pasti', 'kena', 'ini', 'mah', 'yg', 'disalahin', 'cctv', 'nya']","['syahruzy', 'neveralonely', 'yg', 'viralin', 'kejadian', 'yg', 'diburu', 'tol', 'yg', 'kejadian', 'km', 'cctv', 'kena', 'mah', 'yg', 'disalahin', 'cctv', 'nya']",syahruzy neveralonely yg viralin jadi yg buru tol yg jadi km cctv kena mah yg disalahin cctv nya
Menolak Lupa Pelanggaran HAM KM50 Menolak Lupa Pelanggaran HAM Kanjuruhan Menolak Lupa Pelanggaran HAM Pemilu 2019 #EsemkaDelusiJokowi #EsemkaDelusiJokowi,Menolak Lupa Pelanggaran HAM KM Menolak Lupa Pelanggaran HAM Kanjuruhan Menolak Lupa Pelanggaran HAM Pemilu  EsemkaDelusiJokowi EsemkaDelusiJokowi,menolak lupa pelanggaran ham km menolak lupa pelanggaran ham kanjuruhan menolak lupa pelanggaran ham pemilu  esemkadelusijokowi esemkadelusijokowi,"['menolak', 'lupa', 'pelanggaran', 'ham', 'km', 'menolak', 'lupa', 'pelanggaran', 'ham', 'kanjuruhan', 'menolak', 'lupa', 'pelanggaran', 'ham', 'pemilu', 'esemkadelusijokowi', 'esemkadelusijokowi']","['menolak', 'lupa', 'pelanggaran', 'ham', 'km', 'menolak', 'lupa', 'pelanggaran', 'ham', 'kanjuruhan', 'menolak', 'lupa', 'pelanggaran', 'ham', 'pemilu', 'esemkadelusijokowi', 'esemkadelusijokowi']",tolak lupa langgar ham km tolak lupa langgar ham kanjuruhan tolak lupa langgar ham milu esemkadelusijokowi esemkadelusijokowi
Wiwi kenapa mangkir ya? Suatu hari rakyat membawa tragedi KM50 yg akan mengadilinya tanpa ampun. #EsemkaDelusiJokowi #EsemkaDelusiJokowi,Wiwi kenapa mangkir ya Suatu hari rakyat membawa tragedi KM yg akan mengadilinya tanpa ampun EsemkaDelusiJokowi EsemkaDelusiJokowi,wiwi kenapa mangkir ya suatu hari rakyat membawa tragedi km yg akan mengadilinya tanpa ampun esemkadelusijokowi esemkadelusijokowi,"['wiwi', 'kenapa', 'mangkir', 'ya', 'suatu', 'hari', 'rakyat', 'membawa', 'tragedi', 'km', 'yg', 'akan', 'mengadilinya', 'tanpa', 'ampun', 'esemkadelusijokowi', 'esemkadelusijokowi']","['wiwi', 'mangkir', 'ya', 'rakyat', 'membawa', 'tragedi', 'km', 'yg', 'mengadilinya', 'ampun', 'esemkadelusijokowi', 'esemkadelusijokowi']",wiwi mangkir ya rakyat bawa tragedi km yg adil ampun esemkadelusijokowi esemkadelusijokowi
KM 50 APA KABAR _ https://t.co/urTZlr8LbT,KM  APA KABAR  ,km  apa kabar  ,"['km', 'apa', 'kabar']","['km', 'kabar']",km kabar
@TimesAlgebraIND Gya bhajan lal.... Na crime km hua na rajsthan main corruption khtm hua or to or 50% aarakshan alg de diya,TimesAlgebraIND Gya bhajan lal Na crime km hua na rajsthan main corruption khtm hua or to or  aarakshan alg de diya,timesalgebraind gya bhajan lal na crime km hua na rajsthan main corruption khtm hua or to or  aarakshan alg de diya,"['timesalgebraind', 'gya', 'bhajan', 'lal', 'na', 'crime', 'km', 'hua', 'na', 'rajsthan', 'main', 'corruption', 'khtm', 'hua', 'or', 'to', 'or', 'aarakshan', 'alg', 'de', 'diya']","['timesalgebraind', 'gya', 'bhajan', 'lal', 'na', 'crime', 'km', 'hua', 'na', 'rajsthan', 'main', 'corruption', 'khtm', 'hua', 'or', 'to', 'or', 'aarakshan', 'alg', 'de', 'diya']",timesalgebraind gya bhajan lal na crime km hua na rajsthan main corruption khtm hua or to or aarakshan alg de diya
Bro berpikir dia keren siapa pun bisa punya wr bagus klo partynya cocok ga semua org main buat bagusin wr ada yg cape kerja jd main cm buat hiburan skin 751 wr 50 kl tuker tambah akunmu yg bgus itu jg km msih nambah duit ,Bro berpikir dia keren siapa pun bisa punya wr bagus klo partynya cocok ga semua org main buat bagusin wr ada yg cape kerja jd main cm buat hiburan skin  wr  kl tuker tambah akunmu yg bgus itu jg km msih nambah duit ,bro berpikir dia keren siapa pun bisa punya wr bagus klo partynya cocok ga semua org main buat bagusin wr ada yg cape kerja jd main cm buat hiburan skin  wr  kl tuker tambah akunmu yg bgus itu jg km msih nambah duit ,"['bro', 'berpikir', 'dia', 'keren', 'siapa', 'pun', 'bisa', 'punya', 'wr', 'bagus', 'klo', 'partynya', 'cocok', 'ga', 'semua', 'org', 'main', 'buat', 'bagusin', 'wr', 'ada', 'yg', 'cape', 'kerja', 'jd', 'main', 'cm', 'buat', 'hiburan', 'skin', 'wr', 'kl', 'tuker', 'tambah', 'akunmu', 'yg', 'bgus', 'itu', 'jg', 'km', 'msih', 'nambah', 'duit']","['bro', 'berpikir', 'keren', 'wr', 'bagus', 'klo', 'partynya', 'cocok', 'ga', 'org', 'main', 'bagusin', 'wr', 'yg', 'cape', 'kerja', 'jd', 'main', 'cm', 'hiburan', 'skin', 'wr', 'kl', 'tuker', 'akunmu', 'yg', 'bgus', 'jg', 'km', 'msih', 'nambah', 'duit']",bro pikir keren wr bagus klo partynya cocok ga org main bagusin wr yg cape kerja jd main cm hibur skin wr kl tuker akun yg bgus jg km msih nambah duit
@opposite6892 Vina setelah8 tahun rame lagi...KM50... ??,opposite Vina setelah tahun rame lagiKM ,opposite vina setelah tahun rame lagikm ,"['opposite', 'vina', 'setelah', 'tahun', 'rame', 'lagikm']","['opposite', 'vina', 'rame', 'lagikm']",opposite vina rame lagikm
Menolak lupa Pembantaian dan Kebiadaban di KM.50 ,Menolak lupa Pembantaian dan Kebiadaban di KM ,menolak lupa pembantaian dan kebiadaban di km ,"['menolak', 'lupa', 'pembantaian', 'dan', 'kebiadaban', 'di', 'km']","['menolak', 'lupa', 'pembantaian', 'kebiadaban', 'km']",tolak lupa bantai biadab km
@democrazymedia Menolak lupa Pembantaian dan Kebiadaban di KM.50 ,democrazymedia Menolak lupa Pembantaian dan Kebiadaban di KM ,democrazymedia menolak lupa pembantaian dan kebiadaban di km ,"['democrazymedia', 'menolak', 'lupa', 'pembantaian', 'dan', 'kebiadaban', 'di', 'km']","['democrazymedia', 'menolak', 'lupa', 'pembantaian', 'kebiadaban', 'km']",democrazymedia tolak lupa bantai biadab km
@AnKiiim_ Preskon km50 pun menggunakan barbuk preskon daerah lain. Tinggal nunggu matinya doang orang orang kaya gitu.,AnKiiim Preskon km pun menggunakan barbuk preskon daerah lain Tinggal nunggu matinya doang orang orang kaya gitu,ankiiim preskon km pun menggunakan barbuk preskon daerah lain tinggal nunggu matinya doang orang orang kaya gitu,"['ankiiim', 'preskon', 'km', 'pun', 'menggunakan', 'barbuk', 'preskon', 'daerah', 'lain', 'tinggal', 'nunggu', 'matinya', 'doang', 'orang', 'orang', 'kaya', 'gitu']","['ankiiim', 'preskon', 'km', 'barbuk', 'preskon', 'daerah', 'tinggal', 'nunggu', 'matinya', 'doang', 'orang', 'orang', 'kaya', 'gitu']",ankiiim preskon km barbuk preskon daerah tinggal nunggu mati doang orang orang kaya gitu
Ap mksd buka tt langsung muncull??? Km gmw biarin ak slingkuh y? https://t.co/zQpbxUwq79,Ap mksd buka tt langsung muncull Km gmw biarin ak slingkuh y ,ap mksd buka tt langsung muncull km gmw biarin ak slingkuh y ,"['ap', 'mksd', 'buka', 'tt', 'langsung', 'muncull', 'km', 'gmw', 'biarin', 'ak', 'slingkuh', 'y']","['ap', 'mksd', 'buka', 'tt', 'langsung', 'muncull', 'km', 'gmw', 'biarin', 'ak', 'slingkuh', 'y']",ap mksd buka tt langsung muncull km gmw biarin ak slingkuh y
@opposite6892 Lho bukannya sudah ketemu bidadari? Klo saja si Habib ni ikut anjuran Polri mgkn kasus KM50 ngga terjadi.,opposite Lho bukannya sudah ketemu bidadari Klo saja si Habib ni ikut anjuran Polri mgkn kasus KM ngga terjadi,opposite lho bukannya sudah ketemu bidadari klo saja si habib ni ikut anjuran polri mgkn kasus km ngga terjadi,"['opposite', 'lho', 'bukannya', 'sudah', 'ketemu', 'bidadari', 'klo', 'saja', 'si', 'habib', 'ni', 'ikut', 'anjuran', 'polri', 'mgkn', 'kasus', 'km', 'ngga', 'terjadi']","['opposite', 'lho', 'ketemu', 'bidadari', 'klo', 'si', 'habib', 'ni', 'anjuran', 'polri', 'mgkn', 'km', 'ngga']",opposite lho ketemu bidadari klo si habib ni anjur polri mgkn km ngga
Ayo polda @poldasumbar kejar yg viralin afif. Supaya kamu tetap merasa hebat. Supaya rakyat sipil takut. Kasus afif nya jangan di lewatkan polisi @Kepolisian_RI. @ListyoSigitP ya.. Tetap di proses. Masa warga sipil 13 th diperlakukan mirip warga sipil km50,Ayo polda poldasumbar kejar yg viralin afif Supaya kamu tetap merasa hebat Supaya rakyat sipil takut Kasus afif nya jangan di lewatkan polisi KepolisianRI ListyoSigitP ya Tetap di proses Masa warga sipil  th diperlakukan mirip warga sipil km,ayo polda poldasumbar kejar yg viralin afif supaya kamu tetap merasa hebat supaya rakyat sipil takut kasus afif nya jangan di lewatkan polisi kepolisianri listyosigitp ya tetap di proses masa warga sipil  th diperlakukan mirip warga sipil km,"['ayo', 'polda', 'poldasumbar', 'kejar', 'yg', 'viralin', 'afif', 'supaya', 'kamu', 'tetap', 'merasa', 'hebat', 'supaya', 'rakyat', 'sipil', 'takut', 'kasus', 'afif', 'nya', 'jangan', 'di', 'lewatkan', 'polisi', 'kepolisianri', 'listyosigitp', 'ya', 'tetap', 'di', 'proses', 'masa', 'warga', 'sipil', 'th', 'diperlakukan', 'mirip', 'warga', 'sipil', 'km']","['ayo', 'polda', 'poldasumbar', 'kejar', 'yg', 'viralin', 'afif', 'hebat', 'rakyat', 'sipil', 'takut', 'afif', 'nya', 'lewatkan', 'polisi', 'kepolisianri', 'listyosigitp', 'ya', 'proses', 'warga', 'sipil', 'th', 'diperlakukan', 'warga', 'sipil', 'km']",ayo polda poldasumbar kejar yg viralin afif hebat rakyat sipil takut afif nya lewat polisi kepolisianri listyosigitp ya proses warga sipil th laku warga sipil km
@arman_dhani Ga ada kasus KM50 bro...@ListyoSigitP,armandhani Ga ada kasus KM broListyoSigitP,armandhani ga ada kasus km brolistyosigitp,"['armandhani', 'ga', 'ada', 'kasus', 'km', 'brolistyosigitp']","['armandhani', 'ga', 'km', 'brolistyosigitp']",armandhani ga km brolistyosigitp
Bismillah Merawat ingat - Menolak Lupa !! Tragedi Pembantaian di #Km50 7 Des 2020 ada 6 Santri Laskar FPI 6 Pemuda Pemberani 6 Pengawal IB-HRS yg telah dibantai dgn Keji &amp,Bismillah Merawat ingat  Menolak Lupa  Tragedi Pembantaian di Km  Des  ada  Santri Laskar FPI  Pemuda Pemberani  Pengawal IBHRS yg telah dibantai dgn Keji amp,bismillah merawat ingat  menolak lupa  tragedi pembantaian di km  des  ada  santri laskar fpi  pemuda pemberani  pengawal ibhrs yg telah dibantai dgn keji amp,"['bismillah', 'merawat', 'ingat', 'menolak', 'lupa', 'tragedi', 'pembantaian', 'di', 'km', 'des', 'ada', 'santri', 'laskar', 'fpi', 'pemuda', 'pemberani', 'pengawal', 'ibhrs', 'yg', 'telah', 'dibantai', 'dgn', 'keji', 'amp']","['bismillah', 'merawat', 'menolak', 'lupa', 'tragedi', 'pembantaian', 'km', 'des', 'santri', 'laskar', 'fpi', 'pemuda', 'pemberani', 'pengawal', 'ibhrs', 'yg', 'dibantai', 'dgn', 'keji', 'amp']",bismillah rawat tolak lupa tragedi bantai km des santri laskar fpi pemuda berani awal ibhrs yg bantai dgn keji amp
KM50 sangat identik kembar nya.,KM sangat identik kembar nya,km sangat identik kembar nya,"['km', 'sangat', 'identik', 'kembar', 'nya']","['km', 'identik', 'kembar', 'nya']",km identik kembar nya
@gotno1butyou Kalau penjualan km lebih dr 50 transaksi ada adminnya kak sesuai sm kategori barangnya,gotnobutyou Kalau penjualan km lebih dr  transaksi ada adminnya kak sesuai sm kategori barangnya,gotnobutyou kalau penjualan km lebih dr  transaksi ada adminnya kak sesuai sm kategori barangnya,"['gotnobutyou', 'kalau', 'penjualan', 'km', 'lebih', 'dr', 'transaksi', 'ada', 'adminnya', 'kak', 'sesuai', 'sm', 'kategori', 'barangnya']","['gotnobutyou', 'penjualan', 'km', 'dr', 'transaksi', 'adminnya', 'kak', 'sesuai', 'sm', 'kategori', 'barangnya']",gotnobutyou jual km dr transaksi adminnya kak sesuai sm kategori barang
